ticker,verdict,mos,confidence,alpha_score,explainability,tensions,bull_case,bear_case,key_assumptions,changes_call,note,crosscheck_class,crosscheck_cause
INTELLECT,AVOID,-0.2854940518594104,high,41.5,Weakly-justified,street sees +41% upside vs the avoid,street consensus +41%; TENSION: street sees +41% upside vs the avoid,model reads the price 29% above fair value,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
VSTTILLERS,AVOID,-0.28700574624505126,medium,51.5,Justified,,—,model reads the price 29% above fair value; thin 10% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
WONDERLA,AVOID,-0.2887833531702106,medium,49.1,Weakly-justified,street sees +45% upside vs the avoid,street consensus +45%; TENSION: street sees +45% upside vs the avoid,model reads the price 29% above fair value; thin 5% returns on equity,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
IRCON,AVOID,-0.2915129100521707,high,38.8,Justified,,street consensus +7%,model reads the price 29% above fair value; 20x earnings vs sector-normal 15x; thin 9% returns on equity,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
VESUVIUS,AVOID,-0.2933019006779768,medium,53.9,Justified,,returns on equity of 16% evidence a real franchise,model reads the price 29% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
KIRLOSIND,AVOID,-0.2962671256640487,medium,36.0,Justified,,—,model reads the price 30% above fair value; thin 6% returns on equity,Rests on: sector-derived discount rate (REALTY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
INDIASHLTR,AVOID,-0.2963310096596185,medium,58.0,Weakly-justified,street sees +32% upside vs the avoid,returns on equity of 16% evidence a real franchise; street consensus +32%; TENSION: street sees +32% upside vs the avoid,model reads the price 30% above fair value,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
JKCEMENT,AVOID,-0.29731023916299765,high,49.0,Justified,,street consensus +14%,model reads the price 30% above fair value; 42x earnings vs sector-normal 24x,Rests on: sector-derived discount rate (CEMENT); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
RAMKY,AVOID,-0.299638151291166,medium,48.6,Justified,,trades 10x vs sector-normal 15x,model reads the price 30% above fair value,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Adjacent,
ABCAPITAL,AVOID,-0.2997456971215863,medium,58.7,Justified,,—,model reads the price 30% above fair value; 28x earnings vs sector-normal 18x,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
SUNPHARMA,AVOID,-0.2997781696844635,high,59.0,Justified,,street consensus +7%,model reads the price 30% above fair value; 42x earnings vs sector-normal 30x,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
INDIAGLYCO,AVOID,-0.3029285317583347,medium,46.0,Justified,,—,model reads the price 30% above fair value; thin 10% returns on equity,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
VMART,AVOID,-0.3048770403262092,medium,41.6,Justified,,street consensus +17%,model reads the price 30% above fair value,Rests on: sector-derived discount rate (CONSUMER_DISC); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
MANKIND,AVOID,-0.3062296888224502,high,51.5,Justified,,street consensus +6%,model reads the price 31% above fair value; 54x earnings vs sector-normal 30x,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
ARTEMISMED,AVOID,-0.30691835192333045,medium,53.8,Justified,,street consensus +22%,model reads the price 31% above fair value; 41x earnings vs sector-normal 30x,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
MOTHERSON,AVOID,-0.3144308868972856,high,57.0,Justified,,—,model reads the price 31% above fair value; 39x earnings vs sector-normal 24x; thin 10% returns on equity,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
SSWL,AVOID,-0.3174118863211098,medium,42.2,Justified,,street consensus +9%,model reads the price 32% above fair value; 22x earnings vs sector-normal 11x,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
BLUEDART,AVOID,-0.3192705750790395,high,46.2,Justified,,street consensus +24%,model reads the price 32% above fair value; 47x earnings vs sector-normal 28x,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
SURYAROSNI,AVOID,-0.31962506049986866,medium,35.2,Justified,,—,model reads the price 32% above fair value; 19x earnings vs sector-normal 11x; street -10%,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
MINDSPACE,AVOID,-0.3217505496424585,medium,50.0,Justified,,—,model reads the price 32% above fair value; 47x earnings vs sector-normal 28x; thin 5% returns on equity,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,uncomparable
INOXWIND,AVOID,-0.3268053068987176,high,40.3,Weakly-justified,street sees +49% upside vs the avoid,street consensus +49%; TENSION: street sees +49% upside vs the avoid,model reads the price 33% above fair value; thin 7% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
LODHA,AVOID,-0.3270879359289877,high,45.9,Justified,,—,model reads the price 33% above fair value; 34x earnings vs sector-normal 20x,Rests on: sector-derived discount rate (REALTY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
ETHOSLTD,AVOID,-0.3279865268562562,medium,37.1,Weakly-justified,street sees +33% upside vs the avoid,street consensus +33%; TENSION: street sees +33% upside vs the avoid,model reads the price 33% above fair value; 73x earnings vs sector-normal 38x; thin 6% returns on equity,Rests on: sector-derived discount rate (CONSUMER_DISC); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
PIIND,AVOID,-0.3309889131163607,high,43.7,Justified,,street consensus +25%,model reads the price 33% above fair value,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
GODREJCP,AVOID,-0.33234634577429206,high,54.1,Justified,,street consensus +20%,model reads the price 33% above fair value; 58x earnings vs sector-normal 42x,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
ATUL,AVOID,-0.3404388348788147,high,59.4,Weakly-justified,street sees +26% upside vs the avoid,street consensus +26%; TENSION: street sees +26% upside vs the avoid,model reads the price 34% above fair value,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
TORNTPOWER,AVOID,-0.3405900600195597,high,51.2,Justified,,—,model reads the price 34% above fair value; 29x earnings vs sector-normal 15x,Rests on: sector-derived discount rate (UTILITIES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
YATHARTH,AVOID,-0.34585240536490297,medium,49.4,Justified,,street consensus +8%,model reads the price 35% above fair value; 46x earnings vs sector-normal 30x; thin 10% returns on equity,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
FEDERALBNK,AVOID,-0.34771530730729655,high,60.3,Justified,,—,model reads the price 35% above fair value; street -8%,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
RALLIS,AVOID,-0.34865277712026993,medium,41.6,Justified,,street consensus +19%,model reads the price 35% above fair value; thin 9% returns on equity,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
JUBLPHARMA,AVOID,-0.35456417457511175,high,42.8,Justified,,street consensus +17%,model reads the price 35% above fair value; 40x earnings vs sector-normal 30x; thin 6% returns on equity,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
OBEROIRLTY,AVOID,-0.3546512568067268,high,55.1,Justified,,—,model reads the price 35% above fair value; 27x earnings vs sector-normal 20x,Rests on: sector-derived discount rate (REALTY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
SUPRAJIT,AVOID,-0.35637527661312557,medium,56.6,Justified,,street consensus +15%,model reads the price 36% above fair value; 37x earnings vs sector-normal 24x,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
SYNGENE,AVOID,-0.35682901287351954,high,45.2,Weakly-justified,street sees +34% upside vs the avoid,street consensus +34%; TENSION: street sees +34% upside vs the avoid,model reads the price 36% above fair value; 53x earnings vs sector-normal 30x; thin 7% returns on equity,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
KINGFA,AVOID,-0.3575073124751981,medium,57.8,Justified,,—,model reads the price 36% above fair value; 35x earnings vs sector-normal 26x,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
KOTAKBANK,AVOID,-0.3583430013809041,high,61.1,Justified,,street consensus +20%,model reads the price 36% above fair value,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
PNBHOUSING,AVOID,-0.3640332290493018,high,52.9,Justified,,trades 12x vs sector-normal 18x; street consensus +9%,model reads the price 36% above fair value,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
MARATHON,AVOID,-0.36409470451265546,medium,33.5,Justified,,—,model reads the price 36% above fair value; thin 8% returns on equity,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
CUB,AVOID,-0.3661293390036363,high,59.6,Justified,,street consensus +8%,model reads the price 37% above fair value,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
SMSPHARMA,AVOID,-0.372078594601352,medium,53.0,Justified,,—,model reads the price 37% above fair value; 35x earnings vs sector-normal 25x,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
CLEAN,AVOID,-0.3728881931989696,high,51.3,Weakly-justified,street sees +62% upside vs the avoid,street consensus +62%; TENSION: street sees +62% upside vs the avoid,model reads the price 37% above fair value; 34x earnings vs sector-normal 26x,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
NORTHARC,AVOID,-0.37517680797420594,medium,57.5,Justified,,trades 12x vs sector-normal 18x; street consensus +18%,model reads the price 38% above fair value,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
SKFINDUS,AVOID,-0.37681781418616384,medium,48.7,Justified,,—,model reads the price 38% above fair value; 60x earnings vs sector-normal 28x,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
HINDALCO,AVOID,-0.3798329032740037,high,67.5,Justified,,Alpha Score 68 (multi-factor support); street consensus +17%,model reads the price 38% above fair value; 16x earnings vs sector-normal 11x; thin 10% returns on equity,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
JSWINFRA,AVOID,-0.38060225415194787,high,46.9,Justified,,—,model reads the price 38% above fair value; 46x earnings vs sector-normal 28x,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
TATACONSUM,AVOID,-0.38178687147432583,high,54.0,Justified,,street consensus +24%,model reads the price 38% above fair value; 70x earnings vs sector-normal 42x; thin 8% returns on equity,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
JSWENERGY,AVOID,-0.3837995698774523,high,54.2,Justified,,street consensus +14%,model reads the price 38% above fair value; 43x earnings vs sector-normal 15x; thin 9% returns on equity,Rests on: sector-derived discount rate (UTILITIES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
ROLEXRINGS,AVOID,-0.38502042649966883,medium,36.5,Justified,,—,model reads the price 39% above fair value; street -14%,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
AARTIPHARM,AVOID,-0.38518045312489835,medium,30.3,Justified,,—,model reads the price 39% above fair value; 37x earnings vs sector-normal 25x; thin 8% returns on equity,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
GLAND,AVOID,-0.3875175135098634,high,53.9,Justified,,—,model reads the price 39% above fair value; 39x earnings vs sector-normal 30x; thin 10% returns on equity; street -9%,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
SHRIRAMFIN,AVOID,-0.3902175510666164,high,69.3,Justified,,returns on equity of 15% evidence a real franchise; Alpha Score 69 (multi-factor support); street consensus +13%,model reads the price 39% above fair value,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
KSHINTL,AVOID,-0.3953953478385989,medium,47.4,Justified,,—,model reads the price 40% above fair value; 47x earnings vs sector-normal 28x,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
TECHNOE,AVOID,-0.39691297124282127,high,43.8,Weakly-justified,street sees +45% upside vs the avoid,street consensus +45%; TENSION: street sees +45% upside vs the avoid,model reads the price 40% above fair value; 27x earnings vs sector-normal 15x,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
SARDAEN,AVOID,-0.3982227752807837,high,60.3,Justified,,—,model reads the price 40% above fair value; 16x earnings vs sector-normal 11x,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ICIL,AVOID,-0.39906475619588977,medium,39.0,Justified,,street consensus +17%,model reads the price 40% above fair value; 60x earnings vs sector-normal 38x; thin 5% returns on equity,Rests on: sector-derived discount rate (CONSUMER_DISC); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
NRBBEARING,AVOID,-0.39952730123958474,medium,63.2,Justified,,returns on equity of 15% evidence a real franchise,model reads the price 40% above fair value,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AKUMS,AVOID,-0.40277208754631916,medium,50.1,Justified,,—,model reads the price 40% above fair value; 40x earnings vs sector-normal 25x; thin 8% returns on equity,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
AARTIIND,AVOID,-0.41123495213721606,high,43.2,Justified,,street consensus +6%,model reads the price 41% above fair value; 43x earnings vs sector-normal 26x; thin 7% returns on equity,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
SUNTECK,AVOID,-0.41340942224689314,medium,36.2,Weakly-justified,street sees +61% upside vs the avoid,street consensus +61%; TENSION: street sees +61% upside vs the avoid,model reads the price 41% above fair value; 23x earnings vs sector-normal 15x; thin 6% returns on equity,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
USHAMART,AVOID,-0.4157082816762352,high,63.3,Justified,,street consensus +19%,model reads the price 42% above fair value,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
MEDANTA,AVOID,-0.41769220792778816,high,54.9,Justified,,street consensus +6%,model reads the price 42% above fair value; 64x earnings vs sector-normal 30x,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
IREDA,AVOID,-0.4210606839444042,high,60.4,Weakly-justified,street sees +45% upside vs the avoid,street consensus +45%; TENSION: street sees +45% upside vs the avoid,model reads the price 42% above fair value,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
NHPC,AVOID,-0.4227996133526279,high,52.8,Justified,,street consensus +14%,model reads the price 42% above fair value; 21x earnings vs sector-normal 15x; thin 8% returns on equity,Rests on: sector-derived discount rate (UTILITIES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ADANIENT,AVOID,-0.4232936694641277,medium,53.1,Justified,,street consensus +7%,model reads the price 42% above fair value; 42x earnings vs sector-normal 11x,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: thin-margin name on rich sector multiples (VAL-01/AWL-class)
CRAFTSMAN,AVOID,-0.42450655674530907,high,54.0,Justified,,—,model reads the price 42% above fair value; 57x earnings vs sector-normal 24x,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-rich: exit-multiple/sector-P-E leg inflation (VAL-01 family)
WABAG,AVOID,-0.4256973200238207,medium,55.0,Justified,,—,model reads the price 43% above fair value; 29x earnings vs sector-normal 15x,Rests on: sector-derived discount rate (UTILITIES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
