ticker,archetype,eng_verdict,eng_mos,target_verdict,target_lo,target_hi,cause,vintage
RELIANCE,ENERGY,HOLD,0.2084522084109599,HOLD,1050,1450,"independent 2026-07-28: BOUNDED CONSOLIDATED (not a SOTP - no segment data in source). EV/EBITDA 9-14x on FY26 EBITDA 180283 - bounds set by Jio/Retail share of mix vs O2C - intersected with 18-24x on PAT 95610; net debt 120788. Band deliberately wide (+/-16%) because consolidated multiples cannot resolve the Jio/Retail premium. A segment SOTP from the FY26 annual report should supersede this row. NOTE: RELIANCE is absent from calibration_inputs fixture, so this target is not yet scoreable by the harness.",FRESH
BHARTIARTL,TELECOM,HOLD,-0.02672098976226189,HOLD,1450,1900,"independent 2026-07-28: EV/EBITDA 10-14x on FY26 EBITDA 116386 (premium to global telco 6-8x for 3-player consolidation + ARPU runway + Africa; discounted for spectrum capex) -> 1311-1921; intersected with FCF yield 4.5-6% on OCF 122230 less NORMALISED capex 55000 (FY26 47569 was a trough vs FY25 61029) -> 1470-1960. Net debt 164690, shares 762.29cr. P/E deliberately NOT used as a leg: PAT swung 8558-37481-33823 over FY24-26 and is not a stable telecom anchor. Price 1905.3 sits fractionally above the band top - essentially fair value.",FRESH
INFY,IT_SERVICES,BUY,0.4362902961031592,ACCUMULATE,1263,1572,"independent 2026-07-28: P/E 16-24x on FY26 PAT 29474 (mature IT, 20.3% EBIT margin stable across FY24-26, 30%+ ROE, asset-light, high payout; low end reflects decelerating growth +6.1%/+9.6%) -> 1143-1572; intersected with FCF yield 4.5-6% on OCF 33986 less capex 2727 = 31259 -> 1263-1684. Net CASH 25990 (not added to the P/E leg - PAT already earns on it). Price 1080.2 sits BELOW the band. EBITDA absent from the vendor payload so EV/EBITDA was not usable; EBIT is the right asset-light metric anyway. NOTE price 1080.2 is low vs Infosys's recent trading range - worth a second look if the quote is stale.",FRESH
TITAN,CONSUMER,LOW CONF,-0.6522625242152008,AVOID,2290,2960,"independent 2026-07-28: P/E 40-60x on FY26 PAT 5073 (32.3% ROE consumer franchise deserves a premium, but the 85x it trades at is peak sentiment not intrinsic) -> 2287-3430; intersected with EV/EBITDA 25-35x on FY26 EBITDA 8277 less net debt 26910 (jewellery is working-capital heavy and gold-price exposed, so a discount to asset-light consumer) -> 2028-2961. Revenue +44.9% FY25->FY26 on a stable 9.5% EBITDA margin. Price 4849.7 is 64% above the band top.",FRESH
ICICIBANK,BANK,HOLD,0.06372809161381719,HOLD,1050,1400,"independent 2026-07-28: bank, so book-based. P/B 2.0-2.8x on FY26 net worth 363060 (typical band for a ~15% ROE Indian private bank) -> 1002-1403; intersected with P/E 14-20x on PAT 54207.7 -> 1047-1496. ROE 14.9%, currently 2.88x book / 19.3x earnings. No revenue/EBITDA line items (banks report NII), so no EV-based leg. Price 1445.3 sits 3% above the band top - marginally expensive, within noise of fair.",FRESH
BHARATFORG,AUTO,AVOID,-0.8088372023346375,AVOID,720,950,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 720-950, pass2 720-950. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
CGPOWER,CAPITAL_GOODS,AVOID,-0.8508107670005307,AVOID,335,470,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 335-470, pass2 335-470. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
DATAPATTNS,CAPITAL_GOODS,AVOID,-0.8840186159704946,AVOID,2330,2600,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 2330-2600, pass2 2330-2600. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
GRAVITA,METAL,AVOID,-0.8565492720560226,AVOID,950,1050,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 950-1050, pass2 950-1050. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
HEG,CAPITAL_GOODS,AVOID,-0.8812903748483254,AVOID,250,300,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 250-300, pass2 250-300. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
KAYNES,CAPITAL_GOODS,AVOID,-0.8796255766653143,AVOID,2150,2700,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 2150-2700, pass2 2150-2700. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
NEOGEN,CHEMICALS,AVOID,-0.8790609377585388,AVOID,500,850,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 500-850, pass2 500-850. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
OLECTRA,AUTO,AVOID,-0.8714066574299061,AVOID,680,870,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 680-870, pass2 680-870. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
SANSERA,AUTO,AVOID,-0.8820201009658405,AVOID,1150,1500,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 1150-1500, pass2 1150-1500. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
SYRMA,CAPITAL_GOODS,AVOID,-0.888026291318425,AVOID,620,790,"independent 2026-07-30 (multi-agent, financials only): band is the INTERSECTION of two passes that never saw the engine's answer - an independent valuation from >=2 relative methods, and an adversarial re-derivation that re-pulled the statements and checked the arithmetic. Kept only where the two passes OVERLAP and the overlap is >=10% of midpoint; pass1 620-790, pass2 620-790. UBL dropped (passes did not overlap), SYMPHONY dropped (3.8% overlap = false precision).",FRESH
BRITANNIA,CONSUMER,REDUCE,-0.40612353771085885,AVOID,3250,3900,"independent 2026-07-31, REVISED 2026-07-31 after a reproducibility test. Two independent valuation legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year, which are mechanically linked) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. Re-running the audit showed its categorical flags are NOT reproducible (sound/independent flipped on 9 of 19 names), though its band midpoints are (median drift 3.6%). Admission therefore uses UNION OF CONCERNS - dropped if ANY audit run flagged non-independence - and the band is the envelope of all audit runs intersected with pass 1. That rule is monotone: it can only remove rows, never admit one on a favourable re-roll. band 3250-3900.",FRESH
HINDALCO,METAL,AVOID,-0.4869653055552374,AVOID,620,790,"independent 2026-07-31, REVISED 2026-07-31 after a reproducibility test. Two independent valuation legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year, which are mechanically linked) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. Re-running the audit showed its categorical flags are NOT reproducible (sound/independent flipped on 9 of 19 names), though its band midpoints are (median drift 3.6%). Admission therefore uses UNION OF CONCERNS - dropped if ANY audit run flagged non-independence - and the band is the envelope of all audit runs intersected with pass 1. That rule is monotone: it can only remove rows, never admit one on a favourable re-roll. band 620-790.",FRESH
KOTAKBANK,BANK,AVOID,-0.38077009754709557,REDUCE,330,385,"independent 2026-07-31, REVISED 2026-07-31 after a reproducibility test. Two independent valuation legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year, which are mechanically linked) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. Re-running the audit showed its categorical flags are NOT reproducible (sound/independent flipped on 9 of 19 names), though its band midpoints are (median drift 3.6%). Admission therefore uses UNION OF CONCERNS - dropped if ANY audit run flagged non-independence - and the band is the envelope of all audit runs intersected with pass 1. That rule is monotone: it can only remove rows, never admit one on a favourable re-roll. band 330-385.",FRESH
LUPIN,PHARMA,BUY,0.17497150766668731,HOLD,2050,2600,"independent 2026-07-31, REVISED 2026-07-31 after a reproducibility test. Two independent valuation legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year, which are mechanically linked) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. Re-running the audit showed its categorical flags are NOT reproducible (sound/independent flipped on 9 of 19 names), though its band midpoints are (median drift 3.6%). Admission therefore uses UNION OF CONCERNS - dropped if ANY audit run flagged non-independence - and the band is the envelope of all audit runs intersected with pass 1. That rule is monotone: it can only remove rows, never admit one on a favourable re-roll. band 2050-2600.",FRESH
NESTLEIND,CONSUMER,LOW CONF,-0.6271458214457564,AVOID,850,1200,"independent 2026-07-31, REVISED 2026-07-31 after a reproducibility test. Two independent valuation legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year, which are mechanically linked) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. Re-running the audit showed its categorical flags are NOT reproducible (sound/independent flipped on 9 of 19 names), though its band midpoints are (median drift 3.6%). Admission therefore uses UNION OF CONCERNS - dropped if ANY audit run flagged non-independence - and the band is the envelope of all audit runs intersected with pass 1. That rule is monotone: it can only remove rows, never admit one on a favourable re-roll. band 850-1200.",FRESH
NTPC,UTILITIES,,,REDUCE,215,270,"independent 2026-07-31 (multi-agent, financials only): two independent legs plus TWO adversarial audit passes, none of which saw the engine's answer. Admitted under UNION OF CONCERNS (dropped if ANY audit run flags non-independence) with band = envelope of both audit runs intersected with pass 1. Audit-run overlap 92%, inside the 54-100% range observed across the 19-name reproducibility study. band 215-270.",FRESH
POWERGRID,UTILITIES,,,HOLD,230,270,"independent 2026-07-31 (multi-agent, financials only): two independent legs plus TWO adversarial audit passes, none of which saw the engine's answer. Admitted under UNION OF CONCERNS (dropped if ANY audit run flags non-independence) with band = envelope of both audit runs intersected with pass 1. Audit-run overlap 80%, inside the 54-100% range observed across the 19-name reproducibility study. band 230-270.",FRESH
GLENMARK,PHARMA,,,AVOID,1200,1550,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 86%. pass1 [1200, 1700], audits [[1000, 1550], [950, 1450]]. band 1200-1550 vs price 2261.7.",FRESH
BAJFINANCE,NBFC,,,REDUCE,550,780,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 81%. pass1 [550, 800], audits [[540, 780], [500, 730]]. band 550-780 vs price 1054.4.",FRESH
SHRIRAMFIN,NBFC,,,AVOID,600,780,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 90%. pass1 [600, 800], audits [[560, 780], [550, 750]]. band 600-780 vs price 1027.2.",FRESH
TATACAP,NBFC,,,REDUCE,190,265,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 91%. pass1 [190, 280], audits [[185, 265], [170, 265]]. band 190-265 vs price 360.9.",FRESH
SRF,CHEMICALS,,,AVOID,1500,1950,"independent 2026-08-01 (multi-agent, financials only): two genuinely independent legs (an earnings multiple against a cash-flow or balance-sheet anchor, never P/E x EV/EBITDA off the same year) plus TWO adversarial audit passes that re-pulled the statements. None of the three passes saw the engine's answer. UNION OF CONCERNS - dropped if ANY audit run flagged non-independence; band = envelope of both audit runs intersected with pass 1; both audits must supply a band. Audit-run overlap 84%. pass1 [1500, 2050], audits [[1400, 1850], [1450, 1950]]. band 1500-1950 vs price 2628.3.",FRESH
